2025-08-11 15:10:17, 27.65, 5.84, 56.91, 553.12, 0.062, 4.05
2025-08-11 15:10:22, 26.0, 4.92, 50.49, 561.0, 0.0859, 4.16
2025-08-11 15:10:27, 22.56, 4.37, 55.88, 585.33, 0.0809, 4.63
2025-08-11 15:10:32, 26.82, 4.09, 56.93, 553.24, 0.0611, 4.25
2025-08-11 15:10:37, 23.77, 19.1, 59.77, 545.99, 0.0684, 6.03
2025-09-01 16:22:54, 29.29, 17.69, 50.74, 569.53, 0.047, 5.0
2025-09-01 16:23:12, 19.38, 19.01, 59.39, 668.99, 0.0947, 4.31
2025-09-01 17:03:36, 25.04, 9.14, 54.11, 569.3, 0.0822, 4.0
2025-09-01 17:03:41, 18.16, 17.34, 57.5, 577.11, 0.0974, 5.12
2025-09-01 17:03:41, 20.13, 7.65, 54.48, 588.17, 0.0368, 5.15
2025-09-01 17:03:50, 24.78, 1.91, 54.63, 688.98, 0.0707, 4.87
2025-09-02 08:51:31, 19.77, 14.18, 51.28, 637.46, 0.0297, 4.3
2025-09-02 08:51:36, 27.19, 17.09, 56.38, 706.8, 0.0557, 5.67
2025-09-02 08:51:41, 19.24, 17.39, 50.87, 635.82, 0.0425, 4.64
2025-09-02 08:51:46, 24.8, 16.02, 54.31, 592.18, 0.0887, 6.38
2025-09-02 08:51:51, 26.44, 8.71, 50.13, 682.65, 0.0825, 6.45
2025-09-02 08:52:01, 24.38, 4.0, 51.84, 536.81, 0.0603, 5.38
2025-09-02 08:58:43, 26.85, 19.1, 51.09, 523.21, 0.0525, 6.6
2025-09-02 08:58:48, 27.37, 7.12, 53.66, 650.08, 0.0522, 4.76
2025-09-02 08:58:53, 29.33, 7.54, 55.9, 533.33, 0.0819, 6.62
2025-09-02 08:59:02, 22.5, 17.7, 58.57, 662.67, 0.0626, 5.3
2025-09-02 08:59:07, 29.2, 17.34, 58.8, 648.54, 0.0893, 4.25
2025-09-02 08:59:12, 28.63, 19.59, 54.24, 609.3, 0.0296, 6.21
2025-09-14 15:25:40, 27.85, 13.14, 59.96, 665.41, 0.0981, 4.64
2025-09-14 15:25:49, 23.34, 6.91, 53.81, 638.02, 0.0682, 5.56
2025-09-14 15:25:50, 26.72, 10.26, 52.58, 634.5, 0.0742, 5.76
2025-09-14 15:28:41, 23.01, 15.52, 58.86, 580.65, 0.0972, 5.99
2025-09-14 15:28:46, 29.15, 20.58, 51.32, 609.56, 0.0897, 5.91
2025-09-14 15:28:51, 25.53, 7.01, 54.18, 669.8, 0.0931, 4.19
2025-09-14 15:28:56, 19.1, 17.21, 58.05, 536.14, 0.0401, 4.68
2025-09-14 15:29:01, 26.12, 16.3, 59.05, 550.26, 0.0622, 6.34
2025-09-14 15:29:06, 28.57, 0.61, 50.48, 500.11, 0.0414, 4.63
2025-09-14 15:29:11, 21.32, 11.41, 56.94, 683.0, 0.0378, 4.82
2025-09-14 15:29:16, 19.67, 17.44, 50.63, 603.6, 0.0895, 5.3
2025-09-14 15:29:21, 23.58, 17.69, 59.08, 632.2, 0.0575, 5.85
2025-09-14 15:39:44, 24.59, 20.67, 53.85, 682.65, 0.0497, 6.53
2025-09-14 15:39:49, 22.29, 7.76, 52.62, 620.64, 0.0899, 5.33
2025-09-14 15:47:42, 19.99, 8.59, 58.82, 543.2, 0.0938, 5.06
2025-09-14 15:47:47, 21.71, 7.05, 50.97, 683.73, 0.0992, 6.15
2025-09-14 15:47:52, 28.85, 17.45, 54.79, 583.16, 0.0412, 4.47
2025-09-14 15:47:57, 28.17, 15.81, 54.98, 505.08, 0.067, 4.6
2025-09-14 15:48:02, 29.94, 11.68, 52.2, 650.35, 0.0607, 5.94
2025-09-14 15:48:07, 29.97, 16.51, 55.61, 638.21, 0.0567, 6.98
2025-09-14 15:48:12, 24.89, 4.54, 53.1, 610.07, 0.0874, 6.69
2025-09-14 15:48:17, 25.58, 11.46, 55.08, 537.13, 0.0325, 6.83
2025-09-14 15:48:22, 26.47, 2.73, 59.52, 572.76, 0.0943, 6.38
2025-09-14 15:48:27, 26.62, 9.7, 50.55, 512.99, 0.0625, 6.5
2025-09-14 15:48:32, 25.48, 16.28, 57.58, 592.49, 0.0925, 5.3
2025-09-14 15:48:37, 18.97, 7.01, 53.05, 676.55, 0.0299, 4.85
2025-09-14 15:48:42, 24.34, 2.6, 50.8, 625.61, 0.0201, 6.68
2025-09-14 15:48:47, 21.02, 2.51, 51.44, 609.37, 0.046, 5.37
2025-09-14 15:48:52, 20.0, 11.34, 52.46, 614.93, 0.0988, 4.05
2025-09-14 15:48:57, 27.94, 4.52, 57.14, 609.63, 0.0776, 6.81
2025-09-14 15:49:02, 22.2, 5.53, 55.58, 502.64, 0.0378, 4.28
2025-09-14 15:49:07, 29.04, 18.35, 51.65, 508.85, 0.0569, 4.73
2025-09-14 15:49:12, 25.04, 2.56, 59.81, 567.17, 0.0867, 4.52
2025-09-14 15:49:17, 29.85, 0.4, 53.87, 624.38, 0.0385, 4.45
2025-09-14 15:49:22, 25.1, 9.67, 51.7, 638.86, 0.0665, 6.19
2025-09-14 15:49:27, 26.31, 10.65, 52.11, 509.0, 0.0313, 5.66
2025-09-14 15:49:32, 19.1, 11.18, 56.34, 635.47, 0.0709, 5.39
2025-09-14 15:49:37, 18.92, 13.07, 55.23, 641.83, 0.0354, 5.8
2025-09-14 15:49:42, 23.26, 8.15, 58.01, 528.91, 0.0693, 5.03
2025-09-14 15:49:47, 21.84, 9.18, 53.06, 567.47, 0.0579, 4.48
2025-09-14 15:49:52, 19.2, 1.0, 50.82, 596.82, 0.0307, 6.22
2025-09-14 15:49:57, 26.72, 5.47, 53.09, 590.62, 0.0812, 5.28
2025-09-14 15:50:02, 26.59, 17.51, 59.03, 697.15, 0.0281, 5.51
2025-09-14 15:50:07, 18.2, 7.94, 59.67, 539.35, 0.0753, 6.06
2025-09-14 15:50:12, 22.87, 18.75, 59.69, 577.35, 0.0763, 4.07
2025-09-14 15:50:49, 28.78, 13.18, 53.74, 537.41, 0.0678, 5.46
2025-09-14 15:50:54, 27.03, 11.96, 57.1, 598.82, 0.0918, 5.09
2025-09-14 15:50:59, 24.81, 13.66, 59.1, 623.53, 0.0291, 6.34
2025-09-14 15:51:04, 22.29, 4.37, 55.15, 534.68, 0.0434, 6.45
2025-09-14 15:51:09, 20.87, 8.42, 58.25, 662.58, 0.0584, 6.55
2025-09-14 15:51:14, 25.53, 9.55, 58.77, 582.33, 0.0831, 5.86
2025-09-14 15:53:24, 24.71, 17.77, 59.37, 572.46, 0.0576, 6.86
2025-09-14 15:53:29, 23.19, 2.54, 55.63, 598.83, 0.0741, 5.02
2025-09-14 16:11:47, 28.06, 14.2, 52.41, 618.17, 0.0299, 4.08
2025-09-14 16:12:25, 23.63, 6.81, 59.36, 563.64, 0.0352, 4.35
2025-09-14 16:12:30, 20.5, 7.82, 51.41, 651.81, 0.0838, 6.3
2025-09-14 16:12:35, 27.89, 0.04, 56.22, 578.56, 0.0262, 5.74
2025-09-14 16:12:40, 27.49, 18.93, 56.48, 588.5, 0.0977, 4.36
2025-09-14 16:12:45, 27.6, 13.24, 53.31, 635.88, 0.0991, 4.69
2025-09-14 16:12:50, 21.45, 9.87, 51.14, 591.17, 0.0616, 4.42
2025-09-14 16:12:55, 20.3, 19.41, 51.15, 574.66, 0.0604, 4.52
2025-09-14 16:13:00, 26.02, 17.24, 53.53, 681.72, 0.071, 4.63
2025-09-14 16:13:31, 29.88, 3.68, 58.65, 666.22, 0.0517, 5.84
2025-09-14 16:13:36, 20.96, 6.77, 58.05, 681.96, 0.092, 6.16
2025-09-14 16:13:41, 25.44, 12.89, 53.87, 693.0, 0.0818, 5.48
2025-09-14 16:13:46, 26.38, 11.5, 51.73, 521.95, 0.0229, 5.37
2025-09-14 16:13:51, 18.46, 9.65, 51.72, 557.14, 0.0896, 4.58
2025-09-14 16:13:56, 29.24, 9.17, 53.09, 672.38, 0.0525, 4.44
2025-09-14 16:14:01, 21.18, 6.98, 57.17, 656.22, 0.0542, 6.97
2025-09-14 16:14:06, 24.73, 20.52, 50.24, 515.35, 0.0607, 5.65
2025-09-14 16:14:11, 19.94, 4.39, 56.14, 698.43, 0.0231, 5.14
2025-09-14 16:14:16, 23.72, 6.72, 59.34, 598.54, 0.0485, 6.19
2025-09-14 16:14:21, 24.22, 0.24, 56.14, 578.39, 0.0336, 4.76
2025-09-14 16:14:26, 18.33, 17.33, 52.46, 614.55, 0.0896, 4.11
2025-09-14 16:14:33, 25.82, 3.98, 57.95, 638.38, 0.0462, 5.67
2025-09-14 16:14:38, 26.17, 12.73, 55.31, 569.48, 0.0636, 5.38
2025-09-14 16:14:43, 26.94, 3.86, 58.64, 633.19, 0.0594, 5.8
2025-09-14 16:14:48, 21.95, 2.2, 58.55, 608.44, 0.0398, 5.82
2025-09-14 16:14:53, 26.06, 12.02, 51.32, 646.0, 0.0694, 6.8
2025-09-14 16:14:58, 28.09, 13.12, 56.55, 566.81, 0.0951, 5.49
2025-09-14 16:15:03, 22.2, 14.06, 56.13, 690.54, 0.0373, 5.38
2025-09-14 16:15:08, 26.29, 7.41, 50.28, 641.73, 0.0735, 6.75
2025-09-14 16:15:13, 19.99, 19.14, 53.77, 506.72, 0.0313, 6.93
2025-09-14 16:15:18, 20.8, 12.78, 52.95, 678.62, 0.0808, 4.13
2025-09-14 16:15:23, 26.57, 7.11, 53.29, 637.3, 0.0574, 6.22
2025-09-14 16:15:28, 22.86, 0.42, 59.38, 564.52, 0.0947, 5.03
2025-09-14 16:15:33, 26.95, 15.54, 56.37, 704.58, 0.0734, 4.42
2025-09-14 16:15:38, 29.99, 10.23, 51.16, 565.92, 0.0604, 5.47
2025-09-14 16:16:06, 18.65, 17.04, 59.1, 671.78, 0.0498, 5.89
2025-09-14 16:16:11, 29.22, 3.78, 50.15, 587.64, 0.0893, 6.4
2025-09-14 16:16:16, 22.43, 0.19, 55.68, 655.7, 0.0506, 6.15
2025-09-14 16:16:21, 23.72, 19.01, 56.18, 607.75, 0.0461, 6.23
2025-09-14 16:16:26, 21.26, 8.54, 53.79, 614.91, 0.0995, 4.98
2025-09-14 16:16:31, 27.94, 3.96, 50.47, 566.2, 0.0885, 5.95
2025-09-14 16:16:36, 25.9, 14.01, 56.16, 641.78, 0.0571, 5.96
2025-09-14 16:16:41, 24.37, 1.36, 50.25, 571.26, 0.084, 5.99
2025-09-14 16:17:35, 26.79, 8.46, 50.79, 649.8, 0.0858, 6.49
2025-09-14 16:17:40, 20.32, 10.91, 50.56, 661.96, 0.0755, 5.94
2025-09-14 16:17:45, 25.27, 7.01, 55.19, 546.27, 0.0654, 5.99
2025-09-14 16:17:50, 20.39, 9.83, 59.95, 696.77, 0.0857, 5.07
2025-09-14 16:17:53, 23.56, 6.53, 53.16, 650.81, 0.0858, 4.48
2025-09-14 16:17:58, 21.67, 15.62, 55.71, 702.96, 0.0618, 5.68
2025-09-14 16:18:03, 27.41, 5.2, 55.47, 602.87, 0.0736, 4.34
2025-09-14 16:18:12, 29.56, 16.62, 50.98, 507.02, 0.0342, 4.48
